T22p0227a02	xu	序
T22p0231b19	pj1	婬戒
T22p0238a26	pj2	盜戒
T22p0253c08	pj3	殺人戒
T22p0257c16	pj4	大妄語戒
T22p0262a19	ss1	故失精戒
T22p0271a19	ss2	摩觸女人戒
T22p0267c19	ss3	與女人麤語戒
T22p0269c20	ss4	向女歎身索供戒
T22p0271a20	ss5	媒人戒
T22p0276a29	ss6	無主僧不處分過量房戒
T22p0279a18	ss7	有主僧不處分房戒
T22p0280a19	ss8	無根重罪謗他戒
T22p0281a20	ss9	假根謗戒
T22p0281c12	ss10	破僧違諫戒
T22p0283b15	ss11	助破僧違諫戒
T22p0284c22	ss12	汙家擯謗違諫戒
T22p0286c16	ss13	惡性拒僧違諫戒
T22p0289c19	ay1	二不定法屏處不定戒
T22p0290c22	ay2	二不定法露處不定戒
T22p0291a16	nc1	長衣過限戒
T22p0293c17	nc2	離三衣宿戒
T22p0298b25	nc3	月望衣戒
T22p0299c06	nc4	取非親里尼衣戒
T22p0300b21	nc5	使非親里尼浣故衣戒
T22p0301c03	nc6	從非親里居士乞衣戒
T22p0302a19	nc7	過分取衣戒
T22p0303a06	nc8	勸增衣價戒
T22p0305a26	nc9	勸二家增衣價戒
T22p0305c11	nc10	過限索衣價戒
T22p0306c07	nc11	乞蠶綿作袈裟戒
T22p0307a27	nc12	黑毛作臥具戒
T22p0307c20	nc13	白衣作臥具戒
T22p0308b12	nc14	減六年作臥具戒
T22p0309a15	nc15	不貼坐具戒
T22p0309b25	nc16	持羊毛過限戒
T22p0310b07	nc17	使非親里尼浣染毛戒
T22p0310c06	nc18	畜錢寶戒
T22p0311a03	nc19	貿寶戒
T22p0312c03	nc20	販賣戒
T22p0314b08	nc21	畜長缽過限戒
T22p0314c06	nc22	乞缽戒
T22p0315a11	nc23	自乞縷使非親友織戒
T22p0315b07	nc24	勸織師增衣縷戒
T22p0316b03	nc25	先與衣後奪戒
T22p0318b28	nc26	畜七日藥過限戒
T22p0318c27	nc27	過前求雨衣用戒
T22p0320b06	nc28	過前受急施衣後畜戒
T22p0321c27	nc29	有難蘭若離衣宿戒
T22p0323a02	nc30	迴僧物入己戒
T22p0324c06	pc1	小妄語戒
T22p0325b13	pc2	罵戒
T22p0327a25	pc3	兩舌戒
T22p0328a03	pc4	發諍戒
T22p0330c28	pc5	與女人說法過限戒
T22p0332a12	pc6	與未受具人同誦戒
T22p0332c20	pc7	實得道向未受具者說戒
T22p0333a13	pc8	向非受具人說粗罪戒
T22p0336a02	pc9	同羯磨後悔戒
T22p0337b23	pc10	毀毘尼戒
T22p0338c04	pc11	壞生種戒
T22p0339a06	pc12	異語惱僧戒
T22p0340a26	pc13	嫌罵僧知事戒
T22p0341c14	pc14	露敷僧物戒
T22p0341c26	pc15	覆處敷僧物戒
T22p0343a12	pc16	牽他出房戒
T22p0344a07	pc17	強敷戒
T22p0344c03	pc18	坐脫腳牀戒
T22p0344c27	pc19	用蟲水戒
T22p0345a29	pc20	覆屋過三節戒
T22p0345c23	pc21	輒教尼戒
T22p0346a26	pc22	與尼說法至日暮戒
T22p0346c18	pc23	比丘尼住處戒
T22p0347b25	pc24	譏教尼人戒
T22p0347c20	pc25	獨與尼屏露坐戒
T22p0348b01	pc26	與尼期行戒
T22p0349a16	pc27	與尼同船戒
T22p0349b10	pc28	與非親尼衣戒
T22p0349c12	pc29	與非親尼作衣戒
T22p0350a01	pc30	食尼歎食戒
T22p0351b07	pc31	施一食處過受戒
T22p0351b29	pc32	展轉食戒
T22p0352c21	pc33	足食戒
T22p0354c04	pc34	勸足食戒
T22p0356b24	pc35	不受食戒
T22p0357b04	pc36	非時食戒
T22p0359b11	pc37	食殘宿戒
T22p0359b21	pc38	取歸婦賈客食戒
T22p0359c04	pc39	索美食戒
T22p0359c15	pc40	別眾食戒
T22p0359c28	pc41	露地燃火戒
T22p0360c13	pc42	共未受具人宿過限戒
T22p0361a13	pc43	與欲後悔戒
T22p0362b25	pc44	驅他出聚戒
T22p0366a21	pc45	惡見違諫戒
T22p0367c13	pc46	隨舉戒 //卷18
T22p0368a14	pc47	隨擯沙彌戒
T22p0369a06	pc48	著新衣戒
T22p0370b19	pc49	捉寶戒
T22p0371c25	pc50	半月浴過戒
T22p0372c26	pc51	飲蟲水戒
T22p0373b25	pc52	與外道食戒
T22p0373c07	pc53	食家強坐戒
T22p0374a14	pc54	屏與女坐戒
T22p0374b14	pc55	觀軍戒
T22p0374c16	pc56	有緣軍中過限戒
T22p0375b21	pc57	觀模擬戰戒
T22p0375c28	pc58	瞋打比丘戒
T22p0376a25	pc59	搏比丘戒
T22p0376c06	pc60	覆他粗罪戒
T22p0377a26	pc61	奪畜生命戒
T22p0378a27	pc62	疑惱比丘戒
T22p0379a02	pc63	淨施衣不語取戒
T22p0379b06	pc64	藏他衣缽戒
T22p0379c12	pc65	怖比丘戒
T22p0380a23	pc66	水中戲戒
T22p0380c24	pc67	擊攊戒
T22p0381b06	pc68	與女人期行戒
T22p0382b26	pc69	與女人共宿戒
T22p0383a12	pc70	獨與女人（露或屏處）坐戒
T22p0383b01	pc71	未成年者授具足戒
T22p0383c23	pc72	與賊期行戒
T22p0384c10	pc73	掘地戒
T22p0385b28	pc74	過受四月藥請戒
T22p0386a26	pc75	拒勸學戒
T22p0387a05	pc76	飲酒戒
T22p0387b25	pc77	不受諫戒
T22p0388b28	pc78	屏聽四諍戒
T22p0389a02	pc79	不與欲戒
T22p0389c08	pc80	非時入村落戒
T22p0389c25	pc81	不囑同利入村落戒
T22p0390b16	pc82	突入王宮戒
T22p0391a08	pc83	骨牙針筒戒
T22p0391b18	pc84	過量床足戒
T22p0392a08	pc85	貯綿床褥戒
T22p0392b19	pc86	過量坐具戒
T22p0393a22	pc87	過量覆瘡衣戒
T22p0393b24	pc88	過量雨浴衣戒
T22p0394a12	pc89	與佛等量作衣戒
T22p0394c07	pc90	無根僧殘謗戒
T22p0395a28	pc91	迴與僧物戒
T22p0395a28	pc92	無知毘尼戒
T22p0396b17	pd1	在俗家從非親尼取食戒
T22p0396c03	pd2	在俗家偏心授食戒
T22p0397a14	pd3	學家過受戒
T22p0398b06	pd4	有難蘭若受食戒